BSN;Name;PLZ;Adresse;Telefon;Fax;eMail;Internet
07P12;SPI Fachschule fr Sozialp䤡gogik;10829;Priesterweg 4;25937390;259373950;fachschulen@stiftung-spi.de;http://www.spi-fachschulen.de
07P13;Deutsch Skandinavische Gemeinschaftsschule;12105;Machonstr. 54;760061230;760061239;info@dsg-schule.de;http://www.dsg-schule.de
07P17;Humanistische Fachschule fr Sozialp䤡gogik;12109;Ullsteinstr. 130;27576786;;info@hufaso.de;http://humanistisch.de/fachschule
07P18;Johannes-Schule Berlin;10829;Monumentenstr.13 A;70094110;700941117;verwaltung@johannes-schule-berlin.de;http://www.johannes-schule-berlin.de
07P19;Freie Schule Sch__erg (Grundschule);10827;Hauptstr. 27;89009600;;info@freie-schule-schoeneberg.de;http://www.freie-schule-schoeneberg.de
07P20;Rudolf Steiner Bildungszentrum gGmbH;10829;Monumentenstr. 13 B;684028630/684028610;684028677;post@freie-fachschule-berlin.de;
07P21;BBA-Akademie fr Immobilienwirtschaft e.V.;12159;Hauptstr. 78/79;2308550;;kontakt@bba-campus.de;http://www.bba-campus.de
07S01;Prignitz-Schule;12157;P__lmannstr. 2;902776932;902774538;07S01@07S01.schule.berlin.de;
07S03;Steinwald-Schule;12277;Hanielweg 7-9;902774139;902774140;schulleitung@steinwald.schule.berlin.de;http://www.steinwald-schule-berlin.de
07S04;Marianne-Cohn-Schule;12099;Holzmannstr. 7;902772555;902772558;sekretariat@cohn.schulen-ts.de;https://www.marianne-cohn-schule.de
07Y01;Robert-Blum-Gymnasium;10829;Kolonnenstr. 21;9027777172;9027777823;sekretariat@robert-blum-schule.de;http://www.robert-blum-schule.de
07Y02;Rckert-Gymnasium;10825;Mettestr. 8;902777173;902774351;schulleitung@rueckert-gymnasium-berlin.de;http://www.rueckert-gymnasium.berlin
07Y03;Rheingau-Gymnasium;12161;Schwalbacher Str. 3-4;902777920;902774365;sekretariat@rheingau-gymnasium.de;http://www.rheingau-gymnasium.de
07Y04;Paul-Natorp-Gymnasium;12161;Go߬erstr. 13-15;902777921;902777141;sekretariat@natorp-gymnasium.de;http://www.natorp.de
07Y05;Luise-Henriette-Gymnasium;12105;Kurfrstenstr. 53-54;902772678;902772737;sekretariat@l-h-g.de;http://www.luise-henriette-berlin.de
07Y06;Askanisches Gymnasium;12103;Kaiserin-Augusta-Str. 19/20;902772679;902772695;sekretariat@askanisches-gymnasium.de;http://www.askanisches-gymnasium.de
07Y07;Eckener-Gymnasium;12105;Kaiserstr. 17-21;902777448;902777450;info@eckener-gymnasium.de;http://www.eckener-gymnasium.de
07Y08;Ulrich-von-Hutten-Gymnasium;12307;Rehagener Str. 35-37;902778244;902778240;uvh@uvh-online.de;http://www.uvh-online.de
07Y09;Georg-Bchner-Gymnasium;12305;Lichtenrader Damm 224;902778208;902778261;sekretariat@gbgonline.de;http://www.gbgonline.de
08A10;VHS Neuk__ - Otto-Suhr / Tannenhofschule;12049;Mahlower Str. 23/24;6921782;69506189;sekretariat@zbw-neukoelln.de;http://zbw-neukoelln.de
08B01;Annedore-Leber-Oberschule;12359;Paster-Behrens-Str. 88;66588361;66588363;sekr.br@aloberlin.de;http://www.aloberlin.de
08B02;Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie);12351;Lipschitzallee 25;6606890;66068960;sekretariat@osz-lise-meitner.eu;http://osz-lise-meitner.eu
08B04;OSZ Informations- und Medizintechnik;12359;Haarlemer Str. 23-27;225027800;225027809;dahms@oszimt.de;http://www.oszimt.de
08B05;Carl-Legien-Schule (Schulbetrieb an 01B04);13349;Schwyzer Str. 6-8;;;;
08G01;Rixdorfer Schule (Grundschule);12043;Donaustr. 120;6139260;61303913;berlin.08G01@t-online.de;http://www.die-rixdorfer.de
08G02;Theodor-Storm-Schule (Grundschule);12043;Hobrechtstr. 76;60690180;61303320;sekretariat@theodor-storm.schuel.berlin.de;http://www.Theodor-Storm-Grundschule.de
08G03;Hans-Fallada-Schule (Grundschule);12059;Harzer Str. 73;632250670;68894345;hans-fallada-schule@gmx.de;http://www.hans-fallada-schule.de
08G05;Elbe-Schule (Grundschule);12045;Elbestr. 11;632250880;68237067;berlin-08g05@versanet.de;http://www.elbeschule.de
08G06;Karl-Weise-Schule (Grundschule);12049;Weisestr. 20;634130280;6271442;08G06@08G06.schule.berlin.de;http://karl-weise-schule.de
08G07;Hermann-Boddin-Schule (Grundschule);12053;Boddinstr. 55;68874410;68874421;08G07@08G07.schule.berlin.de;http://www.boddin-schule.de
08G08;Karlsgarten-Schule (Grundschule);12049;Karlsgartenstr. 7;62791420;62791442;berlin.08G08@versanet.de;http://www.karlsgarten.de
08G09;Regenbogen-Schule (Grundschule);12053;Morusstr. 32;6898030;6820067;schulleitung@regenbogen.schule.berlin.de;http://www.regenbogen-grundschule.de
08G11;Schliemann-Grundschule;12355;Gro߭Ziethener Chaussee 81;6636053;6632321;sekretariat@schliemann-grundschule.de;http://www.schliemann-grundschule.de
08G12;Peter-Petersen-Schule (Grundschule);12053;Jonasstr. 15;6322506821;56824824;info@pps-berlin.de;http://www.pps-berlin.de
08G13;Bruno-Taut-Schule (Grundschule);12359;Bruno-Taut-Ring 9C;60972490;60972496;Berlin_08G13@versanet.de;http://www.bruno-taut.de
08G14;Konrad-Agahd-Schule (Grundschule);12053;Thomasstr. 39;632250680;68237212;schulleitung@schule.agahd.berlin.de;http://www.agahd.net
08G15;Hermann-Sander-Schule (Grundschule);12051;Mariendorfer Weg 69;290276350;290276370;sekretariat@h-sander.schule.berlin.de;http://www.hermann-sander-schule.de
08G16;Hugo-Heimann-Schule (Grundschule);12353;Hugo-Heimann-Str. 20;6679230;66792399;sekretariat@hugoheimann.schule.berlin.de;http://www.hugoheimannschule.de
08G17;Richard-Schule (Grundschule);12055;Richardplatz 14;290283100;290283109;08G17@o8G17.schule.berlin.de;http://www.richard-grundschule.de
08G18;Eduard-M__e-Schule (Grundschule);12059;Stuttgarter Str. 35-39;680856890;68895622;schulleitung@ems-neukoelln.de;http://www.ems-neukoelln.de
08G19;Herman-Nohl-Schule (Grundschule);12347;Hannemannstr. 68;62008330;62008344;sekretariat@nohl-schule.de;http://www.herman-nohl.de
08G20;Sonnen-Schule (Grundschule);12057;Dammweg 228;68975090;689750999;sekretariat@sonnen.schule.berlin.de;
08G21;Silberstein-Schule (Grundschule);12051;Silbersteinstr. 42;62008922;62845765;info@silberstein-schule.de;http://www.silberstein-schule.de
08G22;Schule am Regenweiher (Grundschule);12351;Johannisthaler Chaussee 328;6044012;66708150;sekretariat@regenweiher.schule.berlin.de;http://www.schule-am-regenweiher.de
08G23;Zrich-Schule (Grundschule);12347;Wederstr. 49;60902970;62843958;Sekretariat@zuerich.schule.berlin.de;http://www.zuerich-schule-berlin.de
08G24;Schule am Teltowkanal (Grundschule);12347;Rungiusstr. 46;627397990;6255079;08G24@08G24.schule.berlin.de;http://www.schule-am-teltowkanal.de
08G25;Michael-Ende-Schule (Grundschule);12355;Neuhofer Str. 41;74075580;6691810;sekretariat@michael-ende.schule.berlin.de;http://www.michael-ende-schule-berlin.de
08G26;Christoph-Ruden-Schule (Grundschule);12349;An den Achterh__ 13-17;7421014;74377997;sekretariat@08G26.schule.berlin.de;http://www.christoph-ruden-schule.de
08G27;Oskar-Heinroth-Schule (Grundschule);12359;Rohrdommelweg 1;6021042;6661822;08G27@08G27.schule.berlin.de;http://oskar-heinroth-schule.de
08G28;Matthias-Claudius-Schule (Grundschule);12355;K__icker Str. 148;60972130;6691866;post@mcgs.berlin;http://www.mcgs.berlin
08G29;Wetzlar-Schule (Grundschule);12351;Tischlerzeile 34;6051007;66708035;08G29@08G29.schule.berlin.de;http://www.wetzlar-schule.de
08G30;Schule am Sandsteinweg (Grundschule);12349;Hornblendeweg 2;762860;7628622;sekretariat@sams.schule.berlin.de;http://www.sams.gs
08G31;Janusz-Korczak-Schule (Grundschule);12353;Wildhterweg 5;67066630;6042068;sekretariat@jkgs.schule.berlin.de;http://jkgs-berlin.de
08G33;Schule am Fliederbusch (Grundschule);12357;Kornradenstr. 2;60972260;60972269;sekretariat@fliederbusch.schule.berlin.de;http://www.schule-am-fliederbusch.de
08G34;Lisa-Tetzner-Schule (Grundschule);12353;Hasenhegerweg 12;660688701;660688814;sekretariat@08G34.schule.berlin.de;http://www.lisa-tetzner.de
08G35;Schule in der K__ischen Heide (Grundschule);12057;H䮳elstr. 6;68296013;68597355;grundheide@t-online.de;
08G36;L__zahn-Schule (Grundschule);12055;Drorystr. 3;68390500;683905014;sekretariat@loewenzahn.schule.berlin.de;http://www.loewenzahn-schule.de
08G37;Rose-Oehmichen-Schule (Grundschule);12355;Lieselotte-Berger-Str. 65;6698810;66988129;sekretariat@08g37.schule.berlin.de;http://www.rose-oehmichen-schule-berlin.de
08K01;Walter-Gropius-Schule (Gemeinschaftsschule);12351;Fritz-Erler-Allee 86;6009080;60090838;Gemeinschaftsschule@walter-gropius-schule-berlin.de;http://www.walter-gropius-schule-berlin.de
08K02;Hermann-von-Helmholtz-Schule;12353;Wutzkyallee 68;6097170;60971738;info@hvhschule.de;http://www.hvhschule.de
08K03;Otto-Hahn-Schule;12359;Buschkrugallee 63;62739790;627397955;sekretariat@ohs.berlin;http://ohs.berlin
08K04;Heinrich-Mann-Schule;12353;Gerlinger Str. 22;742080;74208231;08K04@08K04.schule.berlin.de;http://www.heinrichmannschule.de
08K05;Clay-Schule;12355;Bildhauerweg 9;660040;66004200;sekretariat@clay-schule.de;http://www.clay-schule.de
08K06;Fritz-Karsen-Schule (Gemeinschaftsschule);12359;Onkel-Br䳩g-Str. 76-78;6090010;60900115;sekretariat@fritz-karsen.de;http://www.fritz-karsen.de
08K08;Gemeinschaftsschule auf dem Campus Rtli;12045;Rtlistr. 41;600347620;61309896;schulleitung@campusruetli.de;http://www.campusruetli.de
08K09;R__en-Schule;12435;Wildenbruchstr. 53;29027640;290276444;08K09@08K09.schule.berlin.de;http://www.roentgen-sekundarschule.de
08K10;Zuckmayer-Schule;12053;Kopfstr. 55;6887475;68874770;08K10@08K10.schule.berlin.de;http://www.zuckmayer-schule.de
08K11;Alfred-Nobel-Schule;12347;Britzer Damm 164;6064032;60081498;sekretariat@nobel.schule.berlin.de;http://www.alfred-nobel-schule.de
08K12;Kepler-Schule;12057;Zwillingestr. 21-29;221994400;68598008;08K12@08K12.schule.berlin.de;
08K13;Gemeinschaftsschule Campus Efeuweg;12357;Efeuweg 34;6669040;66690427;sekretariat@campus-efeuweg.schule.berlin.de;http://www.gemeinschaftsschule.campus-efeuweg.de
08P01;Johann-Georg-Elser-Schule (Grundschule);12049;Mahlower Str. 23-24;60975622;60975695;neuzeitlich-christlich@t-online.de;http://www.nc-init.de
08P02;Katholische Schule Sankt Marien (Grundschule);12353;Hugo-Heimann-Str. 2;6052032;66707578;Sekretariat@kssm-gs.schulerzbistum.de;http://www.marien-grundschule.de/
08P03;Evangelische Schule Neuk__ (Integrierte Sekundarschule);12053;Mainzer Str. 47;6242027;6242028;buero@evangelische-schule-neukoelln.de;http://www.evangelische-schule-neukoelln.de
08P04;Katholische Schule Sankt Marien;12043;Donaustr. 58;39881620;398816230;sekretariat@marienschule-berlin.de;http://www.marienschule-berlin.de
08P08;Cenfila gGmbH;12057;Karl-Marx-Str. 255;667767970;667767979;info@acenta-berlin.de;http://www.cenfila.de
08P09;MeineSchuleBerlin (Gemeinschaftsschule);12051;Delbrckstr. 18;1735647797;;meineschuleberlin@gmx.de;http://www.MeineSchuleBerlin.org
08P10;Akademie Seehof GmbH - Private Berufsfachschule fr Altenpflege;12045;Elbestr. 28-29;804091050;8040910518;info-berlin@akademie-seehof.de;http://www.akademie-seehof.de
08P13;b-trend-setting gUG (haftungsbeschr䮫t) media & more;12055;Lahnstr. 19;85610401;;info@b-trend-setting.de;http://www.b-trend-setting.de
08P15;IB-Berlin-Brandenburg gGmbH - Medizinische Akademie Berlin;13347;Gerichtstr. 27;25292090;252920929;sozialberufe-berlin@ib.de;http://www.med-akademie.de
08P17;DAA - Deutsche Angestellten-Akademie GmbH;12349;Buckower Damm 114;78902341;78902444;info.berlin@daa.de;http://www.daa-berlin.de
08S01;Adolf-Reichwein-Schule;12059;Sonnenallee 188;63225111;63225121;sekretariat@adolf-reichwein.schule.berlin.de;http://www.adolf-reichwein-schule.com
08S04;Schule am Zwickauer Damm;12353;Zwickauer Damm 16-22;6616079;6620906;Schule_am_Zwickauer_Damm1@t-online.de;http://www.schule-am-zwickauer-damm.de
08S05;Schule am Hasenhegerweg;12353;Hasenhegerweg 12;660688702;660688816;sekretariat@08S05.schule.berlin.de;http://www.hasenhegerweg.de
08S06;Hans-Fallada-Schule;12059;Harzer Str. 73-74;6322506724;68894345;hans-fallada-schule@gmx.de;http://www.hans-fallada-schule.de
08S07;Schule am Bienwaldring;12349;Breitunger Weg 1;7430100;7005955;08S07@08S07.schule.berlin.de;http://www.schule-am-bienwaldring.de
08S08;Schilling-Schule;12359;Paster-Behrens-Str. 81;6000272;6010177;schulleitung@schillingschule.de;http://www.schillingschule.de
08S09;Schule an der Windmhle;12349;Buckower Damm 176;609724020;609724015;08S09@08S09.schule.berlin.de;http://www.schule-an-der-windmuehle.de
08Y01;Albrecht-Drer-Gymnasium;12051;Emser Str. 133-137;221994310;221994343;08Y01@08Y01.schule.berlin.de;http://www.albrecht-duerer-gymnasium.de
08Y02;Albert-Schweitzer-Gymnasium;12043;Karl-Marx-Str. 14;225009830;225009854;sekretariat@die-schweitzer.de;http://www.die-schweitzer.de
08Y03;Albert-Einstein-Gymnasium;12359;Parchimer Allee 109;6009020;60090254;sekretariat@aeo.de;http://www.aeo.de
08Y04;Ernst-Abbe-Gymnasium;12045;Sonnenallee 79;225013030;6233099;sekretariat@ernst-abbe.schule.berlin.de;http://www.ernst-abbe.de
08Y05;Leonardo-da-Vinci-Gymnasium;12349;Haewererweg 35;742010;74201228;sekretariat@08y05.schule.berlin.de;http://Leonardo-da-Vinci-Gymnasium.de
08Y06;Hannah-Arendt-Gymnasium;12355;Elfriede-Kuhr-Str. 17;6097180;60971810;h-a-os997@t-online.de;http://www.hannah-arendt-os.de
09A05;Treptow-Kolleg;12437;Kiefholzstr. 274;5329141;5329142;schulleitung@treptow-kolleg.de;http://www.treptow-kolleg.de
09A06;VHS Treptow-K__ick;12459;Zeppelinstr. 76-80;53699510;53699512;zbwtk-sekretariat@gmx.de;
09A07;Flatow-Oberschule;12559;Birkenstr. 11;65486630;65486640;sekretariat@flatow-os.de;http://www.flatow-os.de
09B03;Hermann-Scheer-Schule (OSZ Wirtschaft);12459;Helmholtzstr. 37;5389580;53895829;sekretariat@hs-osz.de;http://www.hermann-scheer-schule.de
09G01;Bouch魓chule (Grundschule);12435;Bouchestr. 5;5337745;5337476;sekretariat@bouche.schule.berlin.de;http://www.bouche-schule.de
09G03;Schule am Heidekampgraben (Grundschule);12437;H䮳elstr. 14;5328424;5328555;kontakt@heidekampgraben.de;http://www.grundschuleamheidekampgraben.de
09G04;Sonnenblumen-Schule (Grundschule);12437;Radenzer Str. 16;5328413;5328174;sekretariat@sonnenblumen-grundschule.de;http://www.sonnenblumen-grundschule.de
09G05;Schule am Ginkobaum (Grundschule);12487;Springbornstr. 250;6363317;6363338;Sekretariat@ginkobaum.schule.berlin.de;http://www.ginkobaumschule.de
09G06;Melli-Beese-Schule (Grundschule);12487;Engelhardstr. 18;6361390;63103829;Sekretariat@melli-beese.schule.berlin.de;http://www.melli-beese-schule.de
09G07;Schule an der alten Feuerwache (Grundschule);12439;Schnellerstr. 31;6361331;63104212;Sekretariat@09G07.schule.berlin.de;http://www.schuleanderfeuerwache.de
09G09;Heide-Schule (Grundschule);12489;Florian-Geyer-Str. 87;67822789;67822794;09G09@09G09.schule.berlin.de;http://www.heide-grundschule.de
09G10;Schule am Berg (Grundschule);12524;K__icker Str. 31;6728350;67068424;09g10@09g10.schule.berlin.de;http://www.schuleamberg.de
09G11;Schule am Pegasuseck (Grundschule);12524;Pegasuseck 5;6733032;61504611;09G11@09G11.schule.berlin.de;http://www.pegasuseck.de
09G13;Schule am Altglienicker Wasserturm (Grundschule);12524;Sachsenstr. 22;6728913;61504272;info@wasserturm-schule.de;http://www.wasserturm-schule.de
09G14;Schule am Buntzelberg (Grundschule);12526;Schulzendorfer Str. 112;6763943;67197662;sekretariat@schule.buntzelberg.berlin.de;http://www.schule-am-buntzelberg.de
09G15;Schule am Mohnweg (Grundschule);12524;Mohnweg 20;6797490;67974922;sekretariat@mohnweg.schule.berlin.de;http://www.grundschuleammohnweg.de
09G16;Wendenschlo߭Schule (Grundschule);12557;K__zeile 123;6519703;6519702;09G16@09G16.schule.berlin.de;http://www.wendenschloss-schule.de
09G17;Uhlenhorst-Grundschule;12555;Wongrowitzer Steig 37;6504144;6504145;Sekretariat@09G17.schule.berlin.de;http://www.uhlenhorst-grundschule.de
09G18;Schule in der K__ischen Vorstadt (Grundschule);12557;Rudower Str. 201;64326715;64326798;Sekretariat@09G18.schule.berlin.de;http://www.schule-koellnische-vorstadt.de
09G19;Amtsfeld-Schule (Grundschule);12559;Pablo-Neruda-Str. 8;6540192;6540058;amtsfeld-grundschule@t-online.de;http://www.amtsfeld-schule.de
09G20;Mggelheimer Schule (Grundschule);12559;Odernheimer Str. 28;6598590;6598266;sekretariat@09g20.schule.berlin.de;http://mueggelheimer-grundschule.de
09G21;Edison-Grundschule;12459;Wattstr. 69-70;5350657;5351013;sekretariat@edison.schule.berlin.de;http://www.edison-grundschule.de
09G22;Schule an der Wuhlheide (Grundschule);12459;Kottmeierstr. 2;5350178;5351447;09G22@09G22.schule.berlin.de;http://www.grundschule-an-der-wuhlheide.de
09G23;Hauptmann-von-K__ick-Schule (Grundschule);12555;Borgmannstr. 2-3;6571426;65017744;09G23@09G23.schule.berlin.de;http://www.hvkschule.de
09G24;Mggelsee-Schule (Grundschule);12587;A߭annstr. 63;6458806;6455478;09g24@09g24.schule.berlin.de;http://www.mueggelsee-grundschule.de
09G25;Mggelschl__en-Schule (Grundschule);12559;Alfred-Randt-Str. 56;6543102;6543124;09G25@09G25.schule.Berlin.de;http://www.ms-schule.de
09G26;Schule an den Pttbergen (Grundschule);12589;Frstenwalder Allee 182;6489278;65017004;Sekretariat@09G26.schule.berlin.de;http://www.schule-an-den-puettbergen.de
09G27;Friedrichshagener Schule (Grundschule);12587;Peter-Hille-Str. 7;6455411;6455395;09G27@09G27.schule.berlin.de;http://www.friehagrund.de
09G29;Schm__itzer Insel-Schule (Grundschule);12527;Adlergestell 776;6758444;6758888;grundschule-schmoeckwitz@gmx.de;http://www.schm__s.de
09G30;Kiefholz-Grundschule;12435;Kiefholzstr. 45;53007686;53007795;sekretariat@kiefholz.schule.berlin.de;http://kiefholz-grundschule.de
09G31;31. Schule (Grundschule);12459;Keplerstr. 10;53010382;53010454;09G31@09G31.schule.berlin.de;
09K01;Merian-Schule (Integrierte Sekundarschule);12555;Hoernlestr. 80;6571249;6571793;Sekretariat-Hoernlestrasse@09K01.schule.berlin.de;http://www.merian.schule
09K02;Anna-Seghers-Schule (Gemeinschaftsschule);12489;Radickestr. 43;6774766;6774713;09K02@09K02.schule.berlin.de;https://www.anna-seghers-os.de
09K03;Fritz-Khn-Schule (Integrierte Sekundarschule);12526;Dahmestr. 45;6764243;6763958;sekretariat@fritz-kuehn-schule.de;https://www.fritz-kuehn-schule.de
09K04;Isaac-Newton-Schule (Integrierte Sekundarschule);12459;Zeppelinstr. 80-88;5350708;5353694;sekretariat@isaac-newton-schule.de;http://www.isaac-newton-schule.de
09K05;Wilhelm-B__he-Schule (Integrierte Sekundarschule);12587;A߭annstr. 11;6455089;6458914;Sekretariat@boelsche.schule.berlin.de;http://wilhelm-boelsche-schule.de/
09K06;Hans-Grade-Schule (Integrierte Sekundarschule);12487;Heubergerweg 37;6360961;63223629;09K06@09K06.schule.berlin.de;https://hans-grade-schule.de
09K07;Sophie-Brahe-Gemeinschaftsschule;12435;Am Pl䮴erwald 17/23;53633950;536339519;info@sophie-brahe.de;http://www.sophie-brahe-schule.de
09K08;Schule an der Dahme (Integrierte Sekundarschule);12557;Glienicker Str. 24-30;6744572;6743639;info@dahmeschule.de;http://www.dahmeschule.de/
09K09;Grnauer Gemeinschaftsschule;12527;Walchenseestr. 40;6744540;67820026;sekretariat@gruenauer-schule.de;http://www.gruenauer-schule.de
09P01;Freie Waldorfschule Berlin-Sdost;12439;Bruno-Brgel-Weg 9;67798010;67798011;post@waldorfsuedost.de;http://www.waldorfsuedost.de
09P05;Grone - Bildungszentren Berlin GmbH - gemeinntzig;12435;Eichenstr. 3 B;53621540;53621542;akademie-berlin@grone.de;http://www.berufsschule-grone-berlin.de
09P06;Montessori Campus Berlin K__ick (Gemeinschaftsschule);12557;K__zeile 125;330999001;330999002;post@montessori-cbk.de;http://www.montessorischule-cbk.de
09P07;Evangelische Schule K__ick (Gymnasium);12557;Grne Trift 169;32532401;32532402;leitung@ev-schule-koepenick.de;http://www.ev-schule-koepenick.de
09P09;BEST-Sabel-Oberschule;12555;Lindenstr. 1;280360970;280360971;oberschule@best-sabel.de;http://www.best-sabel.de
09P10;Bewegte Schule K__ick (Grundschule);12555;Lindenstr. 26;65015495;65015504;schule-berlin@msbw-online.de;http://www.bewegte-schule-koepenick.de
09P11;Berufsbildungszentrum Chemie;12489;Adlergestell 333;6700040;6747453;schelhase@bbz-chemie.de;http://www.bbz-chemie.de
09P12;Mosaik-Grundschule;12439;Adlergestell 133;41766859;41766964;grundschule@mosaik-gs.com;http://www.mosaik-gs.com
09P13;Evangelische Grundschule Friedrichshagen;12587;Peter-Hille-Str. 36;67122512;67122513;buero@ev-schule-friedrichshagen.de;http://www.ev-schule-friedrichshagen.de
09P15;W-I-R-Grundschule Pfefferwerk;12557;Grne Trift 23 D;44383233;44383238;wir-grundschule@pfefferwerk.de;http://www.pfefferwerk.de
09P16;Kreativit䴳Grundschule Berlin Treptow;12439;Hartriegelstr. 77;225027733;225027732;schule-treptow@krea-schulzentrum.de;http://www.krea-schulzentrum.de
09P18;Freie Interkulturelle Waldorfschule Berlin;12439;Schnellerstr. 1-5;23942606;;berlin@interkulturellewaldorfschule.org;http://berlin.interkulturellewaldorfschule.org/de
09P19;Technische Jugendfreizeit- und Bildungsgesellschaft (tjfbg) gGmbH;12459;Ostendstr. 1;206089120;20608922;info@ffap.de;http://www.tjfbg.de
09P20;Elisabeth-Schulen;12459;Edisonstr. 63;22183860;22183861;elisabeth-schulen@hoffbauer-bildung.de;http://www.elisabeth-schulen.de
09P21;NEWSchool (Integrierte Sekundarschule);12435;Lohmhlenstr. 65;34649310;34649312;info@newschool.de;http://www.newschool.de
09S03;Albatros-Schule;12459;Treskowallee 222;53002990;530029920;info@albatros.schule.berlin.de;http://albatros-schule-berlin.de
09S04;Ahorn-Schule;12587;Peter-Hille-Str. 118;6455031;6455865;09S04@09S04.schule.berlin.de;http://www.ahorn-schule.de
09S06;Schule am Wildgarten;12437;K__icker Landstr. 185 A;5328067;53211930;09S06@09S06.schule.berlin.de;http://www.schule-wildgarten.de
09Y03;Archenhold-Gymnasium;12439;Rudower Str. 7;6360195;6360185;sekretariat@archenhold.de;https://pi.archenhold.de
09Y04;Anne-Frank-Gymnasium;12524;Uranusstr. 15-17;51653360;516533620;sekretariat@afg.schule.berlin.de;http://www.anne-frank-schule-berlin.de
09Y05;Alexander-von-Humboldt-Gymnasium;12555;Oberspreestr. 173;6519788;;sekretariat@avh.berlin;http://www.avh-schule.de
09Y06;Gerhart-Hauptmann-Gymnasium;12587;Bruno-Wille-Str. 37/39;6451839;6451824;sekretariat@ghs-berlin.de;http://www.ghs-berlin.de
09Y10;Gebrder-Montgolfier-Gymnasium;12487;Ellernweg 20-22;6316677;6316678;sekretariat@gemont.de;http://www.gemont.de
09Y11;Emmy-Noether-Gymnasium;12559;Pablo-Neruda-Str. 6-7;6542160;6545061;sekretariat@noether-gymnasium.de;http://www.noether-gymnasium.de
10A04;Victor-Klemperer-Kolleg;12681;Martha-Arendsee-Str. 15;5426086;5426086;hoffmann@victor-klemperer-kolleg.de;http://www.abi-vkk.de
10B01;Oscar-Tietz-Schule (OSZ Handel II);12681;Marzahner Chaussee 231;54987112;54987141;info@oscar-tietz-schule.de;http://www.oscar-tietz-schule.de
10B02;Rahel-Hirsch-Schule (OSZ Gesundheit/Medizin);12627;Peter-Weiss-Gasse 8;99289030;99289059;sekretariat@rahel-hirsch.schule;
10G01;Paavo-Nurmi-Grundschule;12689;Schorfheidestr. 42;9320057;9309565;Sekretariat@nurmi.schule.berlin.de;http://www.paavo-nurmi-grundschule.org
10G03;Selma-Lagerl__rundschule;12689;W__tzer Str. 31;9309544;9339443;slagerloefg@aol.com;http://www.slgs.de
10G04;Falken-Grundschule;12689;Geraer Ring 2;93022319;9328069;sekretariat@falken-gs.schule.berlin.de;http://www.falken-grundschule.de
10G05;Ebereschen-Grundschule;12689;Borkheider Str. 28;9309511;93497955;ebereschen-gs@hotmail.de;http://www.ebereschen-grundschule.de
10G07;Karl-Friedrich-Friesen-Grundschule;12687;Max-Herrmann-Str. 5;9328095;93492519;K.-F.-Friesen-Grundschule@t-online.de;http://kff.schule
10G08;Wilhelm-Busch-Grundschule;12679;Parsteiner Ring 24/46;9309587;93491017;Wilhelm-Busch-GS@t-online.de;http://wilhelm-busch-gs.de
10G09;Grundschule am Brgerpark;12679;Jan-Petersen-Str. 18 B;9309864;93663960;sekretariat@buergerpark.schule.berlin.de;http://www.gs-am-buergerpark.de
10G10;Peter-Pan-Grundschule;12679;Stolzenhagener Str. 9;9358038;93668361;Sekretariat@peter-pan.schule.berlin.de;http://www.peter-pan-grundschule.de
10G11;Grundschule an der Mhle;12685;Kienbergstr. 59;5416028;5415108;10G11@10G11.schule.berlin.de;
10G12;Grundschule an der Geiߥnweide;12685;Amanlisweg 40;5429057;54986513;sekretariat@geissenweide.schule.berlin.de;http://www.gsadgw.de
10G13;Johann-Strauss-Grundschule;12683;Cecilienstr. 80/81;5418166;5418188;sekretariat@johannstrauss.schule.berlin.de;http://www.johann-strauss-grundschule.de
10G14;Grundschule unter dem Regenbogen;12681;Murtzaner Ring 35/37;54989880;54989880116;10G14@10G14.schule.berlin.de;http://www.grundschule-unterm-regenbogen.de
10G16;Fuchsberg-Grundschule;12683;Apfelwicklerstr. 4/6;5142954;51068776;Sekretariat@fuchsberg.schule.berlin.de;http://www.fuchsberg.bildungslandschaft.berlin
10G17;Beatrix-Potter-Grundschule;12629;Ludwigsfelder Str. 7;9939018;99285192;Sekretariat@beatrix-potter.schule.berlin.de;http://www.beatrix-potter-grundschule.de
10G18;Pusteblume-Grundschule;12627;Kastanienallee 118;99284778;99284775;sekretariat@pusteblume-Grundschule.de;http://www.pusteblume-grundschule.de
10G19;Bcherwurm-Schule am Weiher (Grundschule);12627;Eilenburger Str. 1;9918148;99283512;schulleitung@buecherwurm.schule.berlin.de;http://www.buecherwurm-grundschule.de
10G22;Kolibri-Grundschule;12627;Sch__alder Str. 9;9989232;94395872;10G22@10G22.schule.berlin.de;http://www.kolibri-grundschule.de
10G25;Grundschule am Schleipfuhl;12627;Nossener Str. 85;9917101;99278631;schulleitung@schleipfuhl.schule.berlin.de;http://www.grundschule-am-schleipfuhl.de
10G26;Friedrich-Schiller-Grundschule;12623;An der Schule 13-17;5668913;56593680;sekretariat@fsg.schule.berlin.de;http://friedrich-schiller-grundschule.de
10G28;Grundschule am Hollerbusch;12619;Erich-K䳴ner-Str. 64;5615085;55159433;10G28@10G28.schule.berlin.de;http://www.grundschule-am-hollerbusch.de
10G29;Grundschule an der Wuhle;12619;Teterower Ring 79;5612127;56297918;sekretariat@anderwuhle.schule.berlin.de;http://www.grundschuleanderwuhle.de
